tournament,platform,video_id,watch_url,title,channel,channel_id,duration_seconds,detected_year,detected_round,best_match_id,match_score,minimum_player_score,match_status,source_collections,research_confidence,last_checked_utc
Australian Open,youtube,3g8-LMytKz8,https://www.youtube.com/watch?v=3g8-LMytKz8,Venus Williams on court interview (QF) | Australian Open 2017,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,167,2017,QF,australian-open-2017-women-qf-anastasia-pavlyuchenkova-venus-williams,0.500,0.000,unmatched_target_round_candidate,"""Anastasia Pavlyuchenkova"" ""Venus Williams"" 2017 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,_rDOhQjxJtM,https://www.youtube.com/watch?v=_rDOhQjxJtM,Wawrinka v Tsonga match highlights (QF) | Australian Open 2017,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,275,2017,QF,australian-open-2017-men-qf-jo-wilfried-tsonga-stan-wawrinka,0.548,0.333,unmatched_target_round_candidate,"""Jo-Wilfried Tsonga"" ""Stan Wawrinka"" 2017 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,Bvru3tRiaZQ,https://www.youtube.com/watch?v=Bvru3tRiaZQ,2018 Australian Open press conference: Wozniacki defeats Suárez Navarro in the quarterfinals,WTA,UCaBIVVpHjq6j3tSyxwTE-8Q,80,2018,QF,australian-open-2018-women-qf-carla-suarez-navarro-caroline-wozniacki,0.583,0.500,unmatched_target_round_candidate,"""Carla Suarez Navarro"" ""Caroline Wozniacki"" 2018 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,tbRtZaBOojU,https://www.youtube.com/watch?v=tbRtZaBOojU,Angelique Kerber makes it to the quarterfinals | Australian Open 2018,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,57,2018,QF,australian-open-2018-women-qf-angelique-kerber-madison-keys,0.500,0.000,unmatched_target_round_candidate,"""Angelique Kerber"" ""Madison Keys"" 2018 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,KHZ9b6xl3jg,https://www.youtube.com/watch?v=KHZ9b6xl3jg,Appendix - R. NADAL VS M. CILIC | Australia Open 2018 - Quarter Final,ميكال باسل,UCrYCW5VqtvUR-MMPwZeAAzQ,98,2018,QF,australian-open-2018-men-qf-marin-cilic-rafael-nadal,0.639,0.500,unmatched_target_round_candidate,"""Marin Cilic"" ""Rafael Nadal"" 2018 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,GcJTSWuZu60,https://www.youtube.com/watch?v=GcJTSWuZu60,Carla Suárez Navarro's road to the QF | Australian Open 2018,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,53,2018,QF,australian-open-2018-women-qf-carla-suarez-navarro-caroline-wozniacki,0.500,0.000,unmatched_target_round_candidate,"""Carla Suarez Navarro"" ""Caroline Wozniacki"" 2018 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,fCX9ZwV0Xg4,https://www.youtube.com/watch?v=fCX9ZwV0Xg4,Caroline Wozniacki on court interview (QF) | Australian Open 2018,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,104,2018,QF,australian-open-2018-women-qf-carla-suarez-navarro-caroline-wozniacki,0.500,0.000,unmatched_target_round_candidate,"""Carla Suarez Navarro"" ""Caroline Wozniacki"" 2018 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,bvv85jQEHaQ,https://www.youtube.com/watch?v=bvv85jQEHaQ,Chung takes early rise against Sandgren (QF) | Australian Open 2018,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,31,2018,QF,australian-open-2018-men-qf-hyeon-chung-tennys-sandgren,0.500,0.500,unmatched_target_round_candidate,"""Hyeon Chung"" ""Tennys Sandgren"" 2018 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,JLhXXah_iGk,https://www.youtube.com/watch?v=JLhXXah_iGk,Convincing Kerber takes first set against Keys (QF) | Australian Open 2018,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,40,2018,QF,australian-open-2018-women-qf-angelique-kerber-madison-keys,0.500,0.500,unmatched_target_round_candidate,"""Angelique Kerber"" ""Madison Keys"" 2018 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,kG1ytYrbGgk,https://www.youtube.com/watch?v=kG1ytYrbGgk,Karolina Pliskova press conference (QF) | Australian Open 2018,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,385,2018,QF,australian-open-2018-women-qf-karolina-pliskova-simona-halep,0.500,0.000,unmatched_target_round_candidate,"""Karolina Pliskova"" ""Simona Halep"" 2018 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,Fe3bySgntWI,https://www.youtube.com/watch?v=Fe3bySgntWI,Match point: Halep locks in semifinal spot (QF) | Australian Open 2018,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,53,2018,QF,australian-open-2018-women-qf-karolina-pliskova-simona-halep,0.250,0.000,unmatched_target_round_candidate,"""Karolina Pliskova"" ""Simona Halep"" 2018 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,C6hc_m9j3OI,https://www.youtube.com/watch?v=C6hc_m9j3OI,Match point: Kerber crushes Keys (QF) | Australian Open 2018,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,45,2018,QF,australian-open-2018-women-qf-angelique-kerber-madison-keys,0.500,0.500,unmatched_target_round_candidate,"""Angelique Kerber"" ""Madison Keys"" 2018 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,h7wICIoDASU,https://www.youtube.com/watch?v=h7wICIoDASU,Mertens match point seals semifinal berth (QF) | Australian Open 2018,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,48,2018,QF,australian-open-2018-women-qf-elina-svitolina-elise-mertens,0.250,0.000,unmatched_target_round_candidate,"""Elina Svitolina"" ""Elise Mertens"" 2018 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,8gXa_wzZhOs,https://www.youtube.com/watch?v=8gXa_wzZhOs,Mertens wins the first set against Svitolina (QF) | Australian Open 2018,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,26,2018,QF,australian-open-2018-women-qf-elina-svitolina-elise-mertens,0.500,0.500,unmatched_target_round_candidate,"""Elina Svitolina"" ""Elise Mertens"" 2018 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,ap5fqaZrEQY,https://www.youtube.com/watch?v=ap5fqaZrEQY,Nadal vs. Cilic - Australian Open 2018 QF EXTENDED Highlights [HQ],DjokovicNationII,UCQsy0YNxg7UUj5_LTY702LA,2539,2018,QF,australian-open-2018-men-qf-marin-cilic-rafael-nadal,0.544,0.500,unmatched_target_round_candidate,"""Marin Cilic"" ""Rafael Nadal"" 2018 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,HMROiHnpwNs,https://www.youtube.com/watch?v=HMROiHnpwNs,Quarterfinals. Game on. | Australian Open 2018,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,39,2018,QF,australian-open-2018-men-qf-grigor-dimitrov-kyle-edmund,0.000,0.000,unmatched_target_round_candidate,"""Karolina Pliskova"" ""Simona Halep"" 2018 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,JT9C-I3pnK4,https://www.youtube.com/watch?v=JT9C-I3pnK4,Sandgren saves unbelievable Chung match point (QF) | Australian Open 2018,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,38,2018,QF,australian-open-2018-men-qf-hyeon-chung-tennys-sandgren,0.500,0.500,unmatched_target_round_candidate,"""Hyeon Chung"" ""Tennys Sandgren"" 2018 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,Ggua2gq8mvo,https://www.youtube.com/watch?v=Ggua2gq8mvo,Sixth time lucky: Chung clinches victory over Sandgren (QF) | Australian Open 2018,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,144,2018,QF,australian-open-2018-men-qf-hyeon-chung-tennys-sandgren,0.500,0.500,unmatched_target_round_candidate,"""Hyeon Chung"" ""Tennys Sandgren"" 2018 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,VrdFOBew19s,https://www.youtube.com/watch?v=VrdFOBew19s,Svitolina wins 20-shot rally against Mertens (QF) | Australian Open 2018,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,53,2018,QF,australian-open-2018-women-qf-elina-svitolina-elise-mertens,0.500,0.500,unmatched_target_round_candidate,"""Elina Svitolina"" ""Elise Mertens"" 2018 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,Fdg777bMabw,https://www.youtube.com/watch?v=Fdg777bMabw,Final game: Collins through to semi final (QF) | Australian Open 2019,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,368,2019,QF,australian-open-2019-women-qf-anastasia-pavlyuchenkova-danielle-collins,0.250,0.000,unmatched_target_round_candidate,"""Anastasia Pavlyuchenkova"" ""Danielle Collins"" 2019 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,1p-_-G1J9tA,https://www.youtube.com/watch?v=1p-_-G1J9tA,Final game: Djokovic into another QF | Australian Open 2019,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,193,2019,QF,australian-open-2019-men-qf-kei-nishikori-novak-djokovic,0.250,0.000,unmatched_target_round_candidate,"""Kei Nishikori"" ""Novak Djokovic"" 2019 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,LOI-FK4F0hE,https://www.youtube.com/watch?v=LOI-FK4F0hE,Iga Swiatek vs. Polona Hercog | Full Match | 2019 Lugano Final,WTA,UCaBIVVpHjq6j3tSyxwTE-8Q,13519,2019,F,australian-open-2019-women-f-naomi-osaka-petra-kvitova,0.336,0.308,unmatched_target_round_candidate,"""Kate Makarova"" ""Maria Sharapova"" 2013 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,8ejxVah617M,https://www.youtube.com/watch?v=8ejxVah617M,Nishikori's night ends in pain (QF) | Australian Open 2019,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,97,2019,QF,australian-open-2019-men-qf-kei-nishikori-novak-djokovic,0.250,0.000,unmatched_target_round_candidate,"""Kei Nishikori"" ""Novak Djokovic"" 2019 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,ejRki7TGhNg,https://www.youtube.com/watch?v=ejRki7TGhNg,Petra Kvitova vs. Ashleigh Barty | Full Match | 2019 Miami Open Quarterfinal,WTA,UCaBIVVpHjq6j3tSyxwTE-8Q,17261,2019,QF,australian-open-2019-women-qf-ashleigh-barty-petra-kvitova,1.000,1.000,unmatched_target_round_candidate,"""Ashleigh Barty"" ""Petra Kvitova"" 2019 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,3Fy4d0gRB5c,https://www.youtube.com/watch?v=3Fy4d0gRB5c,"Anastasia Pavlyuchenkova: ""I got a little frustrated!"" | Australian Open 2020 Press Conference QF",Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,429,2020,QF,australian-open-2020-women-qf-anastasia-pavlyuchenkova-garbine-muguruza,0.500,0.000,unmatched_target_round_candidate,"""Anastasia Pavlyuchenkova"" ""Garbine Muguruza"" 2020 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,i86Fj3Nihg8,https://www.youtube.com/watch?v=i86Fj3Nihg8,"Garbiñe Muguruza: ""The first set was very hard"" | Australian Open 2020 On-Court Interview QF",Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,149,2020,QF,australian-open-2020-women-qf-anastasia-pavlyuchenkova-garbine-muguruza,0.500,0.000,unmatched_target_round_candidate,"""Anastasia Pavlyuchenkova"" ""Garbine Muguruza"" 2020 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,DCq8L3g6zu8,https://www.youtube.com/watch?v=DCq8L3g6zu8,Halep vs Kontaveit players' recap (QF) | Australian Open 2020,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,91,2020,QF,australian-open-2020-women-qf-anett-kontaveit-simona-halep,0.544,0.500,unmatched_target_round_candidate,"""Anett Kontaveit"" ""Simona Halep"" 2020 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,iLY-wYtk-zQ,https://www.youtube.com/watch?v=iLY-wYtk-zQ,Novak Djokovic strolls into quarter finals | Australian Open 2020 Day 7,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,140,2020,QF,australian-open-2020-men-qf-milos-raonic-novak-djokovic,0.500,0.000,unmatched_target_round_candidate,"""Milos Raonic"" ""Novak Djokovic"" 2020 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,w0g_Rgg3USU,https://www.youtube.com/watch?v=w0g_Rgg3USU,"AUSTRALIAN OPEN 2021;QF EXTENTED HIGHLGHTS, Dimitrov vs  Karatsev",TENNISINNET,UC4E3mGCs1zLBQAel0AT6MRw,914,2021,QF,australian-open-2021-men-qf-aslan-karatsev-grigor-dimitrov,0.614,0.500,unmatched_target_round_candidate,"""Aslan Karatsev"" ""Grigor Dimitrov"" 2021 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,5iwFqC368kA,https://www.youtube.com/watch?v=5iwFqC368kA,Halep VS  Kontaveit | Live Commentary | FINAL | Transylvania Open 2021,Vegan Ioan,UCNzujOnu2CATKT251qtEHXQ,4704,2021,F,australian-open-2021-men-f-daniil-medvedev-novak-djokovic,0.324,0.300,unmatched_target_round_candidate,"""Anett Kontaveit"" ""Simona Halep"" 2020 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,Hau9PM2KH8k,https://www.youtube.com/watch?v=Hau9PM2KH8k,Johanna Konta vs Shuai Zhang Final   WTA Viking Nottingham Open 2021,Amor Pelo Tênis,UC8gNqpykFOOxUV-zR9JAbeQ,703,2021,F,australian-open-2021-women-f-jennifer-brady-naomi-osaka,0.285,0.200,unmatched_target_round_candidate,"""Johanna Konta"" ""Shuai Zhang"" 2016 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,7DgO4V6Fp4U,https://www.youtube.com/watch?v=7DgO4V6Fp4U,OSAKA vs HSIEH | Australian Open 2021 | Quarter Final | LIVE GTL Tennis Watchalong,Game To Love - Tennis Podcast,UCf-1b3wusJSFaD03Weg8lOA,5135,2021,QF,australian-open-2021-women-qf-naomi-osaka-su-wei-hsieh,0.607,0.588,unmatched_target_round_candidate,"""Naomi Osaka"" ""Su Wei Hsieh"" 2021 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,iZYCl7xq4TI,https://www.youtube.com/watch?v=iZYCl7xq4TI,Kokkinakis/Kyrgios v Ebden/Purcell Full Match | Australian Open 2022 Final,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,5096,2022,F,australian-open-2022-women-f-ashleigh-barty-danielle-collins,0.266,0.188,unmatched_target_round_candidate,Australian Open - Search - full match | Classic Full Matches | Australian Open,,2026-09-22T16:07:53+00:00
Australian Open,youtube,mC_pSNURbzU,https://www.youtube.com/watch?v=mC_pSNURbzU,Bolelli/Vavassori v Bopanna/Ebden Full Match | Australian Open 2024 Final,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,5681,2024,F,australian-open-2024-women-f-aryna-sabalenka-qinwen-zheng,0.319,0.138,unmatched_target_round_candidate,Australian Open - Search - full match | Full Matches | 2024,,2026-09-22T16:07:53+00:00
Australian Open,youtube,97Pq9nfiVo8,https://www.youtube.com/watch?v=97Pq9nfiVo8,Kichenok/Ostapenko v Hsieh/Mertens Full Match | Australian Open 2024 Final,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,5331,2024,F,australian-open-2024-men-f-daniil-medvedev-jannik-sinner,0.340,0.323,unmatched_target_round_candidate,Australian Open - Search - full match | Full Matches | 2024,,2026-09-22T16:07:53+00:00
Australian Open,youtube,KfwLmJHFas0,https://www.youtube.com/watch?v=KfwLmJHFas0,Zielinski/Hsieh v Skupski/Krawczyk Full Match | Australian Open 2024 Final,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,6666,2024,F,australian-open-2024-men-f-daniil-medvedev-jannik-sinner,0.247,0.065,unmatched_target_round_candidate,Australian Open - Search - full match | Full Matches | 2024,,2026-09-22T16:07:53+00:00
Australian Open,youtube,bDttZof7qXI,https://www.youtube.com/watch?v=bDttZof7qXI,Iga Swiatek vs. Elena Rybakina | 2026 Toronto Final | WTA Match Highlights,WTA,UCaBIVVpHjq6j3tSyxwTE-8Q,477,2026,F,australian-open-2026-women-f-aryna-sabalenka-elena-rybakina,0.741,0.483,unmatched_target_round_candidate,"""Elena Rybakina"" ""Iga Swiatek"" 2026 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,SvmiDcknTQM,https://www.youtube.com/watch?v=SvmiDcknTQM,Learner Tien’s Big Tiebreak Moment | Australian Open 2026 Quarterfinal,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,38,2026,QF,australian-open-2026-men-qf-alexander-zverev-learner-tien,0.250,0.000,unmatched_target_round_candidate,"""Alexander Zverev"" ""Learner Tien"" 2026 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,3k39z3xQnf0,https://www.youtube.com/watch?v=3k39z3xQnf0,Stefani/Arvelo v Perez/Kyrgios | Mixed Doubles Showdown Final Full Match | Australian Open 2026,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,646,2026,F,australian-open-2026-women-f-aryna-sabalenka-elena-rybakina,0.289,0.207,unmatched_target_round_candidate,Australian Open - Search - full match,,2026-09-22T16:07:53+00:00
US Open,youtube,Yf-gxgnYXtU,https://www.youtube.com/watch?v=Yf-gxgnYXtU,Lindsay Davenport vs. Elena Dementieva 2000 Indian Wells SF Highlights,JOTennisVid,UCZxwC4M0YGrSyYaMvbArerg,381,2000,SF,us-open-2000-women-sf-elena-dementieva-lindsay-davenport,1.000,1.000,unmatched_target_round_candidate,"""Elena Dementieva"" ""Lindsay Davenport"" 2000 US Open semifinal full match",,2026-09-22T16:07:53+00:00
US Open,youtube,37aY0edHV2g,https://www.youtube.com/watch?v=37aY0edHV2g,New York 2000 - Hewitt/Mirnyi vs Ferreira/Leach (Final),C`moon Lleyton,UC3VttYUVSmi35bChd2uR91g,6255,2000,F,us-open-2000-men-f-marat-safin-pete-sampras,0.354,0.256,unmatched_target_round_candidate,"""Arnaud Clement"" ""Lleyton Hewitt"" 2000 US Open quarterfinal full match",,2026-09-22T16:07:53+00:00
US Open,youtube,y1OUuqin0iU,https://www.youtube.com/watch?v=y1OUuqin0iU,Pete Sampras great shots selection against Marat Safin (Toronto 2000 QF),Samprasfan1987,UCtb6ESNKfKiXOTO2VwCqM2w,653,2000,QF,us-open-2000-men-qf-marat-safin-nicolas-kiefer,0.500,0.000,unmatched_target_round_candidate,"""Marat Safin"" ""Mariano Zabaleta"" 2001 US Open quarterfinal full match",,2026-09-22T16:07:53+00:00
US Open,youtube,TETJCzN9jN4,https://www.youtube.com/watch?v=TETJCzN9jN4,Pete Sampras great shots selection against Thomas Enqvist (Indian Wells 2000 QF),Samprasfan1987,UCtb6ESNKfKiXOTO2VwCqM2w,197,2000,QF,us-open-2000-men-qf-pete-sampras-richard-krajicek,0.500,0.000,unmatched_target_round_candidate,"""Thomas Johansson"" ""Todd Martin"" 2000 US Open quarterfinal full match",,2026-09-22T16:07:53+00:00
US Open,youtube,SKKucgeK2ms,https://www.youtube.com/watch?v=SKKucgeK2ms,Safin vs Martin 2000 US Open SF HL's,T V,UCIGonk5FR4RCFIr320xyfdA,899,2000,SF,us-open-2000-men-sf-marat-safin-todd-martin,0.562,0.500,unmatched_target_round_candidate,"""Marat Safin"" ""Todd Martin"" 2000 US Open semifinal full match",,2026-09-22T16:07:53+00:00
US Open,youtube,o8MgqzY-w08,https://www.youtube.com/watch?v=o8MgqzY-w08,Sampras vs Krajicek - US Open 2000 QF Full Match,Pavel 4,UCWEiF-XLA6uXqwUlI43jdQA,6930,2000,QF,us-open-2000-men-qf-pete-sampras-richard-krajicek,0.618,0.500,unmatched_target_round_candidate,"""Pete Sampras"" ""Richard Krajicek"" 2000 US Open quarterfinal full match",,2026-09-22T16:07:53+00:00
US Open,youtube,sx1GWzIPNOs,https://www.youtube.com/watch?v=sx1GWzIPNOs,Sampras vs Safin 2000 US Open Final,Irina Pokotilo,UCPe89o0Ufb5vtNn9UuAtYIw,2256,2000,F,us-open-2000-men-f-marat-safin-pete-sampras,0.618,0.500,unmatched_target_round_candidate,"""Marat Safin"" ""Pete Sampras"" 2000 US Open final full match",,2026-09-22T16:07:53+00:00
US Open,youtube,Pz8-HufXBQs,https://www.youtube.com/watch?v=Pz8-HufXBQs,Venus Williams vs Patty Schnyder 2000 New Haven QF Highlights,JOTennisVid,UCZxwC4M0YGrSyYaMvbArerg,431,2000,QF,us-open-2000-women-qf-nathalie-tauziat-venus-williams,0.633,0.267,unmatched_target_round_candidate,"""Nathalie Tauziat"" ""Venus Williams"" 2000 US Open quarterfinal full match",,2026-09-22T16:07:53+00:00
US Open,youtube,7Bc1mVoKlVY,https://www.youtube.com/watch?v=7Bc1mVoKlVY,Wimbledon 2000 Final Venus Williams vs. Lindsay Davenport,Vintage Tennis,UCVRBz3lDgvyRJeMS_B75fMA,5978,2000,F,us-open-2000-women-f-lindsay-davenport-venus-williams,1.000,1.000,unmatched_target_round_candidate,"""Lindsay Davenport"" ""Venus Williams"" 2000 US Open final full match",,2026-09-22T16:07:53+00:00
US Open,youtube,vDkXsd2Yhmo,https://www.youtube.com/watch?v=vDkXsd2Yhmo,sampras safin US open 2000 final,Teddysk89,UC4_L54SHyiOcOa1wYGY1mAA,7831,2000,F,us-open-2000-men-f-marat-safin-pete-sampras,0.500,0.500,unmatched_target_round_candidate,"""Marat Safin"" ""Pete Sampras"" 2000 US Open final full match | ""Marat Safin"" ""Todd Martin"" 2000 US Open semifinal full match",,2026-09-22T16:07:53+00:00
US Open,youtube,oQ_4EZ-BAtg,https://www.youtube.com/watch?v=oQ_4EZ-BAtg,🇩🇪Kiefer vs 🇷🇺Safin (US Open 2000) quarterfinal,Voo de Mar,UC8dPUIaVEAqwsOPPk6hJVtQ,10225,2000,QF,us-open-2000-men-qf-marat-safin-nicolas-kiefer,0.550,0.500,unmatched_target_round_candidate,"""Marat Safin"" ""Nicolas Kiefer"" 2000 US Open quarterfinal full match",,2026-09-22T16:07:53+00:00
US Open,youtube,zk_dbfMj6nw,https://www.youtube.com/watch?v=zk_dbfMj6nw,Cincinnati 2001 QF Kuerten vs Kafelnikov,Samprasfan1987,UCtb6ESNKfKiXOTO2VwCqM2w,7086,2001,QF,us-open-2001-men-qf-gustavo-kuerten-yevgeny-kafelnikov,0.607,0.500,unmatched_target_round_candidate,"""Gustavo Kuerten"" ""Yevgeny Kafelnikov"" 2001 US Open quarterfinal full match",,2026-09-22T16:07:53+00:00
US Open,youtube,8w2fdF3Cr0E,https://www.youtube.com/watch?v=8w2fdF3Cr0E,Elena Dementieva v. Lindsay Davenport 2001 Miami QF highlights,Chris CZE,UCEeFBqfoJQQ-uk4r25AZWtA,519,2001,QF,us-open-2001-women-qf-lindsay-davenport-serena-williams,0.500,0.000,unmatched_target_round_candidate,"""Elena Dementieva"" ""Lindsay Davenport"" 2000 US Open semifinal full match",,2026-09-22T16:07:53+00:00
US Open,youtube,SPgDkvhOIQc,https://www.youtube.com/watch?v=SPgDkvhOIQc,Gustavo Kuerten vs Yevgeny Kafelnikov 2001 Roland Garros QF Highlights,JOTennisVid,UCZxwC4M0YGrSyYaMvbArerg,1153,2001,QF,us-open-2001-men-qf-gustavo-kuerten-yevgeny-kafelnikov,1.000,1.000,unmatched_target_round_candidate,"""Gustavo Kuerten"" ""Yevgeny Kafelnikov"" 2001 US Open quarterfinal full match",,2026-09-22T16:07:53+00:00
US Open,youtube,8R04fyg8gaA,https://www.youtube.com/watch?v=8R04fyg8gaA,Pete Sampras great shots selection against Thomas Johansson (Long Island 2001 SF),Samprasfan1987,UCtb6ESNKfKiXOTO2VwCqM2w,445,2001,SF,us-open-2001-men-sf-marat-safin-pete-sampras,0.500,0.000,unmatched_target_round_candidate,"""Thomas Johansson"" ""Todd Martin"" 2000 US Open quarterfinal full match",,2026-09-22T16:07:53+00:00
US Open,youtube,7ao3oUSBaj0,https://www.youtube.com/watch?v=7ao3oUSBaj0,Stubbs/Woodbridge vs. Raymond/Paes Full Match | 2001 US Open Final,US Open Tennis Championships,UCXbboag48Qlr78zzz6SkzkQ,4156,2001,F,us-open-2001-men-f-lleyton-hewitt-pete-sampras,0.227,0.069,unmatched_target_round_candidate,"Extended, Condensed & Full Classic Matches",,2026-09-22T16:07:53+00:00
US Open,youtube,suw2JZs6UTM,https://www.youtube.com/watch?v=suw2JZs6UTM,Venus Williams vs Nathalie Tauziat Wimbledon 2001 QF,patrick clohessy,UC3GKuMOs5E5clJ3hhJSYbUg,2885,2001,QF,us-open-2001-women-qf-kim-clijsters-venus-williams,0.648,0.296,unmatched_target_round_candidate,"""Nathalie Tauziat"" ""Venus Williams"" 2000 US Open quarterfinal full match",,2026-09-22T16:07:53+00:00
US Open,youtube,UZntOv0TN20,https://www.youtube.com/watch?v=UZntOv0TN20,ATP us open 2002 Sampras vs Schalken SF,argol54227,UC7sTfKx9AFYtFe_nXqvByoQ,7256,2002,SF,us-open-2002-men-sf-pete-sampras-sjeng-schalken,0.598,0.556,unmatched_target_round_candidate,"""Pete Sampras"" ""Sjeng Schalken"" 2002 US Open semifinal full match",,2026-09-22T16:07:53+00:00
US Open,youtube,x6dP_x8pQzw,https://www.youtube.com/watch?v=x6dP_x8pQzw,Barcelona 2002 - Hewitt vs El Aynaoui (QF),C`moon Lleyton,UC3VttYUVSmi35bChd2uR91g,3129,2002,QF,us-open-2002-men-qf-lleyton-hewitt-younes-el-aynaoui,0.619,0.571,unmatched_target_round_candidate,"""Lleyton Hewitt"" ""Younes El Aynaoui"" 2002 US Open quarterfinal full match",,2026-09-22T16:07:53+00:00
US Open,youtube,K0YnqcLllNQ,https://www.youtube.com/watch?v=K0YnqcLllNQ,Kim Clijsters v. Lindsay Davenport 2002 Filderstadt QF highlights,Chris CZE,UCEeFBqfoJQQ-uk4r25AZWtA,1488,2002,QF,us-open-2002-women-qf-elena-bovina-lindsay-davenport,0.500,0.000,unmatched_target_round_candidate,"""Elena Bovina"" ""Lindsay Davenport"" 2002 US Open quarterfinal full match",,2026-09-22T16:07:53+00:00
US Open,youtube,eVC9_42G3po,https://www.youtube.com/watch?v=eVC9_42G3po,Sampras vs Agassi - US Open 2002 Final Full Match,Pavel 4,UCWEiF-XLA6uXqwUlI43jdQA,9908,2002,F,us-open-2002-men-f-andre-agassi-pete-sampras,0.618,0.500,unmatched_target_round_candidate,"""Andre Agassi"" ""Pete Sampras"" 2002 US Open final full match | ""Pete Sampras"" ""Sjeng Schalken"" 2002 US Open semifinal full match",,2026-09-22T16:07:53+00:00
